sim_type,sim_name,As,bary_Mc,bary_nu,H0,O_cdm,O_nu,Ob,Om,ns,s8,w0
grid,cosmo_000980,6.533602744303109e-10,833486245818385.8,0.00390625,65.775390625,0.256056902418,0.0014919257069999914,0.036591796875,0.294140625,1.0401171875,0.4810546875,-1.135569335937
grid,cosmo_000982,1.5476164890343487e-09,4687037600014.4,1.00390625,70.275390625,0.333741852494,0.001306975631000011,0.059091796875,0.394140625,0.8901171875,0.7310546875,-0.718819335937
grid,cosmo_000988,2.0997153938623426e-09,541250658205874.44,-0.24609375,75.900390625,0.175803394813,0.0011204333120000062,0.042216796875,0.219140625,0.9276171875,0.6685546875,-0.823006835938
grid,cosmo_000990,7.562606675710784e-10,3043676123956.4014,-1.24609375,80.400390625,0.268425306056,0.0009985220690000018,0.049716796875,0.319140625,0.9776171875,0.4185546875,-0.406256835938
grid,cosmo_000994,4.167927013432244e-10,315517489359282.6,-1.68359375,73.369140625,0.378381000915,0.001199077210000024,0.033310546875,0.412890625,0.8744921875,0.4341796875,-0.588584960938
grid,cosmo_000996,7.965505693595392e-10,4207493342829.669,1.81640625,80.119140625,0.217324533145,0.001005544979999988,0.044560546875,0.262890625,0.8994921875,0.5591796875,-1.213709960937
grid,cosmo_000999,1.837728629605341e-08,23660473821364.08,-1.18359375,66.619140625,0.124375704578,0.0014543735470000096,0.037060546875,0.162890625,0.9494921875,1.3091796875,-0.796959960937
grid,cosmo_001007,1.1887687903733033e-08,15364677093983.64,1.06640625,74.494140625,0.0940419438846,0.0011631342403999947,0.042685546875,0.137890625,1.0619921875,1.1216796875,-1.109522460937
grid,cosmo_001014,3.0436711117959735e-10,29361175402208.22,-0.30859375,78.431640625,0.332593297976,0.0010492801489999648,0.041748046875,0.375390625,1.0057421875,0.4654296875,-1.369991210938
grid,cosmo_001015,1.9983479910209017e-08,928481890506883.9,1.69140625,69.431640625,0.11730364432,0.0013389338049999977,0.056748046875,0.175390625,0.9057421875,0.9654296875,-0.536491210937
grid,cosmo_001016,2.2143673868244606e-08,45214052838145.914,-0.05859375,66.056640625,0.109038330243,0.0014792478820000038,0.039873046875,0.150390625,0.8932421875,0.7779296875,-0.432303710937
grid,cosmo_001018,4.830943962661829e-10,8040321920648.68,-1.05859375,70.556640625,0.401721001294,0.0012965768309999778,0.047373046875,0.450390625,1.0432421875,0.5279296875,-0.849053710938
grid,cosmo_001023,7.537562423811036e-08,602939084946325.4,-1.55859375,81.806640625,0.0483030900164,0.0009644881085999965,0.051123046875,0.100390625,1.0182421875,1.1529296875,-0.640678710938
grid,cosmo_001026,7.058279136530238e-10,1891713959980.5754,0.318359375,80.2861328125,0.367401954141,0.0010013661719999664,0.032182617187,0.4005859375,0.94236328125,0.52646484375,-0.379395996094
grid,cosmo_001027,5.219297550783295e-09,59821247950752.33,-1.681640625,71.2861328125,0.152133144147,0.0012701761660000102,0.047182617187,0.2005859375,1.04236328125,1.02646484375,-1.212895996094
grid,cosmo_001031,1.2249252660001475e-08,141858534430280.25,0.818359375,69.0361328125,0.113299000758,0.0013543195539999844,0.035932617188,0.1505859375,0.91736328125,1.15146484375,-1.004520996094
grid,cosmo_001039,1.0936409030195112e-08,92120326541345.55,-0.931640625,81.4111328125,0.0830544380636,0.000973882249400003,0.041557617187,0.1255859375,1.00486328125,0.96396484375,-0.900333496094
grid,cosmo_001041,2.301314091121619e-09,417450964445205.8,0.193359375,69.5986328125,0.290508303682,0.001332516631000008,0.046245117187,0.3380859375,0.93611328125,0.99521484375,-1.369177246094
grid,cosmo_001042,1.0509038269680268e-09,74234445477379.98,-0.806640625,74.0986328125,0.383165236314,0.0011755839990000086,0.053745117187,0.4380859375,0.88611328125,0.74521484375,-0.952427246094
grid,cosmo_001046,5.086904969407215e-10,176037612059432.7,1.693359375,76.3486328125,0.344483504528,0.0011073157840000014,0.042495117188,0.3880859375,1.06111328125,0.62021484375,-1.577552246094
grid,cosmo_001047,1.5697028744310228e-08,5566798079649.316,-0.306640625,67.3486328125,0.129167782495,0.0014230378169999974,0.057495117188,0.1880859375,0.96111328125,1.12021484375,-0.744052246094
grid,cosmo_001050,3.3399524500496727e-10,48206485323256.32,0.943359375,68.4736328125,0.413589158317,0.001376661995999992,0.048120117187,0.4630859375,0.97361328125,0.43271484375,-1.056614746094
grid,cosmo_001054,1.7114419880726437e-09,114315591737934.53,-1.556640625,66.2236328125,0.274744022802,0.001471797511000024,0.036870117187,0.3130859375,0.94861328125,0.80771484375,-1.264989746094
grid,cosmo_001055,1.654677530597589e-07,3614976419617.993,0.443359375,75.2236328125,0.0600751363529,0.001140683960099996,0.051870117187,0.1130859375,1.04861328125,1.30771484375,-0.431489746094
grid,cosmo_001057,2.6279499144700456e-09,1698167280145.5159,1.880859375,76.6298828125,0.264022867743,0.0010992025690000073,0.054213867188,0.3193359375,1.00173828125,1.04208984375,-0.978474121094
grid,cosmo_001058,9.4420845385422e-10,9549496387119.203,-1.119140625,72.1298828125,0.371381436539,0.0012406337739999593,0.046713867187,0.4193359375,1.05173828125,0.79208984375,-1.395224121094
grid,cosmo_001059,8.01824886254229e-09,301981590908457.0,0.880859375,81.1298828125,0.186641424231,0.000980646081,0.031713867188,0.2193359375,0.95173828125,1.29208984375,-0.561724121094
grid,cosmo_001060,6.120298660731642e-09,127344580985896.88,1.380859375,65.3798828125,0.209862040022,0.0015100302909999974,0.057963867187,0.2693359375,1.02673828125,0.66708984375,-0.353349121094
grid,cosmo_001062,4.2981238550000024e-10,22645424634725.453,0.380859375,69.8798828125,0.332550258296,0.0013218120169999972,0.035463867187,0.3693359375,0.87673828125,0.41708984375,-0.770099121094
grid,cosmo_001066,4.765195096944123e-10,6201267544598.603,1.130859375,77.7548828125,0.437179445351,0.001067624960999984,0.056088867188,0.4943359375,0.96423828125,0.60458984375,-1.291036621094
grid,cosmo_001067,6.454796463212559e-09,196101298210113.8,-0.869140625,68.7548828125,0.251881648379,0.0013654219329999676,0.041088867188,0.2943359375,1.06423828125,1.10458984375,-0.457536621094
grid,cosmo_001070,9.06803804676331e-10,14705522797034.143,-0.369140625,80.0048828125,0.29848865118,0.0010084191330000103,0.044838867187,0.3443359375,0.98923828125,0.72958984375,-1.082661621094
grid,cosmo_001075,4.588968284786582e-09,11850330662938.34,-0.494140625,74.9423828125,0.175535308243,0.001149262069999997,0.055151367187,0.2318359375,0.89548828125,1.01083984375,-1.134755371094
grid,cosmo_001076,1.119200135184963e-09,4997243005033.61,-1.994140625,72.6923828125,0.244213062523,0.0012215077900000065,0.036401367187,0.2818359375,0.97048828125,0.63583984375,-0.926380371094
grid,cosmo_001078,3.137274265807603e-09,888649434281230.2,-0.994140625,68.1923828125,0.321546529428,0.001388040885000004,0.058901367187,0.3818359375,0.92048828125,0.88583984375,-0.509630371094
grid,cosmo_001081,3.575517705653777e-09,43274341575197.5,1.255859375,71.5673828125,0.317299358037,0.0012602122749999847,0.038276367188,0.3568359375,0.95798828125,0.94833984375,-0.405442871094
grid,cosmo_001082,5.809087111626678e-10,243349505881363.8,-1.744140625,76.0673828125,0.424944051083,0.0011155192290000261,0.030776367188,0.4568359375,0.90798828125,0.69833984375,-1.655692871094
grid,cosmo_001083,6.729868971560701e-09,7695387060616.505,0.255859375,67.0673828125,0.209624572254,0.0014349980580000005,0.045776367188,0.2568359375,1.00798828125,1.19833984375,-0.822192871094
grid,cosmo_001084,2.8751737390660943e-09,3245117815991.535,1.755859375,78.3173828125,0.16375722631,0.0010523440030000067,0.042026367187,0.2068359375,0.88298828125,0.82333984375,-1.030567871094
grid,cosmo_001086,1.153423475043063e-09,577072619532822.5,0.755859375,73.8173828125,0.256125011254,0.0011845590579999885,0.049526367188,0.3068359375,1.03298828125,0.57333984375,-0.613817871094
grid,cosmo_001089,2.7333562857814496e-09,3815425419271.3726,1.599609375,80.4267578125,0.275139827826,0.0009978674869999815,0.033823242187,0.3099609375,0.90330078125,0.92490234375,-0.496606933594
grid,cosmo_001091,7.686612773202177e-09,678489246362940.6,0.599609375,75.9267578125,0.152518040019,0.001119655294000009,0.056323242187,0.2099609375,1.05330078125,1.17490234375,-0.913356933594
grid,cosmo_001092,1.902146563879019e-09,50879515694191.12,1.099609375,69.1767578125,0.228538876355,0.0013488189579999865,0.030073242187,0.2599609375,0.92830078125,0.79990234375,-1.121731933594
grid,cosmo_001094,1.0693117961088697e-09,9047799515173.229,0.099609375,64.6767578125,0.305844654069,0.0015430412440000027,0.052573242187,0.3599609375,0.97830078125,0.54990234375,-0.704981933594
grid,cosmo_001098,2.4394296046764707e-10,13932946475883.467,1.349609375,74.8017578125,0.448109108334,0.0011535869790000527,0.035698242187,0.4849609375,1.06580078125,0.48740234375,-1.851044433594
grid,cosmo_001099,3.8618578884222916e-09,440598453810080.4,-0.650390625,65.8017578125,0.232771965042,0.0014907302709999959,0.050698242187,0.2849609375,0.96580078125,0.98740234375,-1.017544433594
grid,cosmo_001100,1.1468552130313957e-09,33040222915301.277,-1.150390625,81.5517578125,0.194542168846,0.0009705264669999866,0.039448242187,0.2349609375,1.04080078125,0.61240234375,-0.809169433594
grid,cosmo_001102,3.4758134520833723e-09,5875474811337.6455,-0.150390625,77.0517578125,0.286925496726,0.001087198586000017,0.046948242188,0.3349609375,0.89080078125,0.86240234375,-0.392419433594
grid,cosmo_001106,8.15290689245454e-10,841962926075749.2,1.974609375,68.6142578125,0.394454170465,0.0013710248470000103,0.051635742188,0.4474609375,0.89705078125,0.64365234375,-1.173825683594
grid,cosmo_001107,1.1870136720310318e-08,26625205518193.426,-0.025390625,77.6142578125,0.209753698356,0.0010714969560000065,0.036635742188,0.2474609375,0.99705078125,1.14365234375,-0.340325683594
grid,cosmo_001108,1.7235440924283602e-09,1996608744037.9797,-1.525390625,66.3642578125,0.240609628924,0.0014655663890000142,0.055385742187,0.2974609375,0.87205078125,0.51865234375,-0.548700683594
grid,cosmo_001110,9.978801133441317e-10,355052821942641.3,-0.525390625,70.8642578125,0.363289850733,0.0012853445799999794,0.032885742187,0.3974609375,1.02205078125,0.76865234375,-0.965450683594
grid,cosmo_001116,4.9462446646237404e-09,1296561043822.7134,1.724609375,74.2392578125,0.175279060962,0.001171134351000018,0.046010742187,0.2224609375,0.98455078125,0.70615234375,-0.444513183594
grid,cosmo_001118,4.3848305815444415e-10,230564780808850.47,0.724609375,78.7392578125,0.282909097792,0.0010410975199999714,0.038510742188,0.3224609375,0.93455078125,0.45615234375,-0.861263183594
grid,cosmo_001122,2.6214189246427463e-10,4250284181828.018,0.162109375,77.3330078125,0.355527140135,0.0010793051780000132,0.059604492187,0.4162109375,1.04392578125,0.40927734375,-1.147778808594
grid,cosmo_001126,1.0563369429856655e-09,1792329978054.6877,-1.337890625,75.0830078125,0.324211484209,0.001144961103000025,0.040854492188,0.3662109375,0.91892578125,0.78427734375,-1.356153808594
grid,cosmo_001127,4.4562610249678586e-08,56678450492524.2,0.662109375,66.0830078125,0.108878377553,0.0014780677599999861,0.055854492187,0.1662109375,1.01892578125,1.28427734375,-0.522653808594
grid,cosmo_001134,6.972503464583159e-10,1163906165472.1082,1.412109375,67.2080078125,0.308302446088,0.0014289992249999772,0.031479492187,0.3412109375,1.00642578125,0.59677734375,-1.460341308594
grid,cosmo_001135,2.35537121329981e-08,36805944656046.88,-0.587890625,76.2080078125,0.0936200392242,0.0011114060887999974,0.046479492187,0.1412109375,0.90642578125,1.09677734375,-0.626841308594
grid,cosmo_001140,1.2074479351214692e-09,12507426768477.74,0.787109375,76.7705078125,0.239573765977,0.0010951793359999726,0.038041992187,0.2787109375,1.01267578125,0.75302734375,-1.199872558594
grid,cosmo_001143,5.926960984610536e-09,2224169949495.363,-0.212890625,72.2705078125,0.146933135016,0.0012358102970000014,0.030541992187,0.1787109375,1.06267578125,1.00302734375,-0.783122558594
grid,cosmo_001144,9.982873075002425e-09,19260518253525.426,1.537109375,66.6455078125,0.101090722269,0.0014532230440000085,0.051166992187,0.1537109375,1.02517578125,0.81552734375,-0.887310058594
grid,cosmo_001146,8.368218803435676e-10,108309853585403.95,0.537109375,71.1455078125,0.40876874317,0.0012752021430000177,0.043666992187,0.4537109375,0.87517578125,0.56552734375,-0.470560058594
grid,cosmo_001147,3.4603238271520116e-09,3425058303692.3096,-1.462890625,80.1455078125,0.194039061865,0.0010048834470000115,0.058666992188,0.2537109375,0.97517578125,1.06552734375,-1.304060058594
grid,cosmo_001151,2.501373052405678e-08,1444335110706.0781,0.037109375,77.8955078125,0.0627301716268,0.001063773685199998,0.039916992188,0.1037109375,0.95017578125,1.19052734375,-1.095685058594
grid,cosmo_001154,1.926708144679035e-09,13562014948969.953,1.646484375,65.5908203125,0.34803579886,0.0015003339519999784,0.055737304688,0.4052734375,0.90408203125,0.85849609375,-1.037079589844
grid,cosmo_001158,5.079730578851907e-10,5719054283426.792,-0.853515625,67.8408203125,0.309383668287,0.0014024645260000343,0.044487304687,0.3552734375,1.02908203125,0.48349609375,-1.245454589844
grid,cosmo_001159,4.1476536268470917e-08,180852375977708.22,1.146484375,76.8408203125,0.0946929571235,0.0010931756895000005,0.059487304687,0.1552734375,0.92908203125,0.98349609375,-0.411954589844
grid,cosmo_001160,6.140788990945639e-09,117442210986838.58,-0.603515625,80.2158203125,0.140408010428,0.0010031223840000006,0.038862304688,0.1802734375,0.96658203125,0.79599609375,-0.516142089844
grid,cosmo_001162,4.0416853468197185e-10,20884506566734.2,-1.603515625,75.7158203125,0.432785230292,0.001125902521000012,0.046362304687,0.4802734375,1.01658203125,0.54599609375,-0.932892089844
grid,cosmo_001167,4.3312533784285394e-08,278499371068957.34,-1.103515625,64.4658203125,0.0786079772121,0.0015531556009000039,0.050112304687,0.1302734375,1.04158203125,1.17099609375,-0.724517089844
grid,cosmo_001170,3.533176409656207e-10,532199201671620.7,-1.228515625,72.9033203125,0.411134183453,0.0012144493599999667,0.030424804687,0.4427734375,0.94783203125,0.45224609375,-0.672423339844
grid,cosmo_001172,1.0243887373739168e-09,1262043193018.2058,1.271484375,66.1533203125,0.249623704984,0.0014749278290000153,0.041674804687,0.2927734375,0.92283203125,0.57724609375,-1.297548339844
grid,cosmo_001175,7.950307133757582e-09,7096990416093.173,-1.728515625,79.6533203125,0.157581292447,0.0010173403659999997,0.034174804687,0.1927734375,0.87283203125,1.32724609375,-0.880798339844
grid,cosmo_001183,2.4404922242738577e-08,10928843796931.87,1.521484375,71.7783203125,0.0729708162832,0.0012528165297999924,0.043549804687,0.1177734375,0.98533203125,1.13974609375,-0.984985839844
grid,cosmo_001186,4.770044398905618e-10,2686576544396.3057,-0.916015625,73.1845703125,0.38442474989,0.0012051329230000143,0.038393554687,0.4240234375,0.99470703125,0.59287109375,-1.636157714844
grid,cosmo_001187,9.998273267234622e-09,84957009886768.0,1.083984375,64.1845703125,0.169063085758,0.0015667970550000063,0.053393554687,0.2240234375,0.89470703125,1.09287109375,-0.802657714844
grid,cosmo_001188,4.4776148061657613e-10,201464819357118.9,0.583984375,79.9345703125,0.238369688844,0.00101019396800002,0.034643554688,0.2740234375,1.01970703125,0.46787109375,-1.011032714844
grid,cosmo_001190,1.4395158699731748e-09,1132919934965.1653,1.583984375,75.4345703125,0.315745569132,0.001134313679999971,0.057143554688,0.3740234375,0.96970703125,0.71787109375,-0.594282714844
grid,cosmo_001196,1.8897342480471064e-09,310241019395811.2,-0.666015625,69.8095703125,0.20368040674,0.0013244760730000138,0.044018554687,0.2490234375,0.90720703125,0.65537109375,-0.906845214844
grid,cosmo_001198,7.389825644561581e-10,1744613459754.4526,-1.666015625,65.3095703125,0.29599159922,0.0015132835929999658,0.051518554687,0.3490234375,1.05720703125,0.40537109375,-0.490095214844
grid,cosmo_001201,2.9444280204192886e-09,592855998972287.6,-0.541015625,66.9970703125,0.278879371121,0.0014380116920000505,0.056206054687,0.3365234375,0.98845703125,0.93662109375,-0.854751464844
grid,cosmo_001202,5.630195797225844e-10,105426361609047.58,0.458984375,80.4970703125,0.386821257643,0.0009961251689999812,0.048706054688,0.4365234375,1.03845703125,0.68662109375,-1.271501464844
grid,cosmo_001203,1.1396984794060494e-08,3333874281091.244,-1.541015625,71.4970703125,0.201554690706,0.0012626921059999963,0.033706054688,0.2365234375,0.93845703125,1.18662109375,-0.438001464844
grid,cosmo_001204,2.8403895921931565e-09,7905861808161.431,-0.041015625,73.7470703125,0.225380563887,0.0011868189259999704,0.059956054687,0.2865234375,1.06345703125,0.81162109375,-0.646376464844
grid,cosmo_001206,4.9271711725996e-10,44457928059732.68,-1.041015625,78.2470703125,0.348013146695,0.0010542361180000126,0.037456054687,0.3865234375,0.91345703125,0.56162109375,-1.063126464844
grid,cosmo_001210,4.312083498888866e-10,162348850787712.44,-0.291015625,70.3720703125,0.405888995769,0.001303387044000015,0.054331054687,0.4615234375,0.92595703125,0.49912109375,-1.375688964844
grid,cosmo_001211,3.939940656194113e-09,5133921439999.926,1.708984375,79.3720703125,0.221167820027,0.0010245627860000078,0.039331054687,0.2615234375,1.02595703125,0.99912109375,-0.542188964844
grid,cosmo_001212,1.0084976609211544e-08,12174446309748.445,0.208984375,68.1220703125,0.15955147531,0.0013909075020000009,0.050581054688,0.2115234375,0.95095703125,0.62412109375,-0.333813964844
grid,cosmo_001214,2.208197239759193e-09,68461942712826.96,1.208984375,72.6220703125,0.267218508625,0.0012238741879999834,0.043081054687,0.3115234375,1.00095703125,0.87412109375,-0.750563964844
grid,cosmo_001218,3.38012336815454e-10,1195739893186.3967,-0.572265625,79.2314453125,0.357492304771,0.0010282030409999657,0.049877929688,0.4083984375,0.89314453125,0.47568359375,-1.492899902344
grid,cosmo_001219,6.100984083804568e-09,37812615515954.664,1.427734375,70.2314453125,0.172211896157,0.0013086116560000055,0.034877929687,0.2083984375,0.99314453125,0.97568359375,-0.659399902344
grid,cosmo_001220,2.6905381883191116e-09,504239331966769.9,0.927734375,76.9814453125,0.203681322305,0.0010891855080000235,0.053627929687,0.2583984375,0.91814453125,0.60068359375,-0.451024902344
grid,cosmo_001222,9.80939120268827e-10,2835546141512.8975,1.927734375,81.4814453125,0.32629830561,0.000972202201999995,0.031127929688,0.3583984375,1.06814453125,0.85068359375,-0.867774902344
grid,cosmo_001225,1.6882503695303176e-09,10354680875177.947,-0.322265625,75.8564453125,0.330523775939,0.001121731874000012,0.051752929687,0.3833984375,1.03064453125,0.91318359375,-0.763587402344
grid,cosmo_001226,7.234985706226413e-10,1841351579785.276,0.677734375,71.3564453125,0.422877833616,0.0012676741969999891,0.059252929687,0.4833984375,0.98064453125,0.66318359375,-1.180337402344
grid,cosmo_001227,9.783990026001538e-09,58228649652707.305,-1.322265625,80.3564453125,0.238145893333,0.0009996144799999732,0.044252929687,0.2833984375,0.88064453125,1.16318359375,-0.346837402344
grid,cosmo_001228,5.791613321531771e-09,776491522778146.9,-0.822265625,64.6064453125,0.183849106274,0.0015464015380000015,0.048002929688,0.2333984375,1.00564453125,0.78818359375,-0.555212402344
grid,cosmo_001230,7.374921995349879e-10,4366532719181.3525,-1.822265625,69.1064453125,0.291543942778,0.001351565034999981,0.040502929687,0.3333984375,0.95564453125,0.53818359375,-0.971962402344
grid,cosmo_001236,1.0660285137952499e-09,19787308223290.824,-0.447265625,78.6689453125,0.262790048459,0.0010429593530000003,0.032065429688,0.2958984375,0.96189453125,0.69443359375,-0.815681152344
grid,cosmo_001238,6.770345202733948e-10,111272211282352.53,-1.447265625,74.1689453125,0.340159651861,0.0011733559509999741,0.054565429688,0.3958984375,1.01189453125,0.44443359375,-0.398931152344
grid,cosmo_001239,5.346847961755127e-09,3518736279357.1934,0.552734375,65.1689453125,0.154813185955,0.0015198218570000033,0.039565429688,0.1958984375,0.91189453125,0.94443359375,-1.232431152344
grid,cosmo_001242,6.186160954933277e-10,72258130111627.0,-0.197265625,64.0439453125,0.435384322815,0.001573684997999987,0.033940429687,0.4708984375,1.02439453125,0.63193359375,-1.753368652344
grid,cosmo_001243,4.639833061835251e-09,2285002706175.3813,1.802734375,73.0439453125,0.220748230029,0.001209777783999992,0.048940429687,0.2708984375,0.92439453125,1.13193359375,-0.919868652344
grid,cosmo_001246,2.240855001010556e-09,171351029766990.97,1.302734375,66.2939453125,0.274239330847,0.001468676966000046,0.045190429687,0.3208984375,0.89939453125,0.75693359375,-0.711493652344
grid,cosmo_001250,1.4508521042144665e-09,6036173560845.872,1.865234375,69.3876953125,0.377023627399,0.0013406304129999977,0.036284179688,0.4146484375,1.00251953125,0.74130859375,-0.477071777344
grid,cosmo_001255,5.189903323200489e-09,452649159980399.0,1.365234375,80.6376953125,0.131121603912,0.000992653900999986,0.032534179687,0.1646484375,1.02751953125,1.11630859375,-1.102196777344
grid,cosmo_001256,2.4639769228254487e-09,52271109533018.12,-0.884765625,77.2626953125,0.139157987323,0.0010812704899999873,0.049409179687,0.1896484375,1.06501953125,0.67880859375,-0.998009277344
grid,cosmo_001258,2.713761196425268e-10,9295263782245.537,-1.884765625,81.7626953125,0.446773732579,0.0009655252339999809,0.041909179687,0.4896484375,0.91501953125,0.42880859375,-0.581259277344
grid,cosmo_001260,8.446260695082118e-10,123954334712359.45,1.615234375,75.0126953125,0.207842149235,0.0011471085780000098,0.030659179687,0.2396484375,0.89001953125,0.55380859375,-1.206384277344
grid,cosmo_001263,2.3554922946539287e-08,697046448452363.0,-1.384765625,70.5126953125,0.10019106444,0.0012981933719999963,0.038159179688,0.1396484375,0.94001953125,1.30380859375,-0.789634277344
grid,cosmo_001264,3.2199099092627425e-08,1332022984362.623,-0.259765625,71.0751953125,0.0905240315897,0.0012777262222999838,0.035346679688,0.1271484375,0.89626953125,0.83505859375,-0.424978027344
grid,cosmo_001266,7.965249328673868e-10,236870904679065.03,-1.259765625,66.5751953125,0.367845463529,0.001456294283999987,0.057846679687,0.4271484375,1.04626953125,0.58505859375,-0.841728027344
grid,cosmo_001270,1.172571538362057e-09,561709434992223.2,0.240234375,64.3251953125,0.33649180375,0.0015599540630000033,0.039096679687,0.3771484375,0.87126953125,0.71005859375,-1.466853027344
grid,cosmo_001271,1.9417317108908035e-08,17762811977817.098,-1.759765625,73.3251953125,0.12185124297,0.0012005148430000098,0.054096679687,0.1771484375,0.97126953125,1.21005859375,-0.633353027344
grid,cosmo_001278,4.811026785150902e-10,864991258882414.4,-0.009765625,76.7001953125,0.267579569643,0.0010971881699999714,0.033471679687,0.3021484375,0.98376953125,0.52255859375,-1.362665527344
grid,cosmo_001279,1.1313319510213877e-07,27353425342047.82,1.990234375,67.7001953125,0.0522684613208,0.0014082964921999924,0.048471679687,0.1021484375,0.88376953125,1.02255859375,-0.529165527344
grid,cosmo_001281,3.939841121480514e-09,75242781848279.67,-1.751953125,71.8134765625,0.242952511461,0.0012515901019999887,0.058725585937,0.3029296875,1.02712890625,1.02451171875,-0.740796386719
grid,cosmo_001283,8.437135947624548e-09,13380268971484.615,-0.751953125,67.3134765625,0.165279576715,0.0014245248480000208,0.036225585937,0.2029296875,0.87712890625,1.27451171875,-1.157546386719
grid,cosmo_001284,2.829280647346001e-09,1003378622102.7047,-1.251953125,78.5634765625,0.196908340018,0.001045761543999997,0.054975585938,0.2529296875,1.00212890625,0.89951171875,-0.949171386719
grid,cosmo_001286,1.1464868943362667e-09,178428754415846.5,-0.251953125,74.0634765625,0.31927740141,0.0011767001529999835,0.032475585937,0.3529296875,0.95212890625,0.64951171875,-0.532421386719
grid,cosmo_001290,4.098483335714663e-10,651575646709745.1,-1.001953125,66.1884765625,0.419605740382,0.0014733611809999853,0.056850585937,0.4779296875,0.88962890625,0.46201171875,-1.678483886719
grid,cosmo_001291,2.7186202620750076e-09,20604631114999.914,0.998046875,75.1884765625,0.234937350381,0.0011417511820000226,0.041850585937,0.2779296875,0.98962890625,0.96201171875,-0.844983886719
grid,cosmo_001292,1.4817720991476778e-09,1545129355856.978,1.498046875,72.9384765625,0.181115822541,0.001213279020999998,0.045600585938,0.2279296875,0.91462890625,0.58701171875,-1.053358886719
grid,cosmo_001294,2.1557439100712055e-09,274767171936716.75,0.498046875,68.4384765625,0.288451025029,0.001378076533000011,0.038100585938,0.3279296875,1.06462890625,0.83701171875,-0.636608886719
grid,cosmo_001298,3.6782201252476124e-10,16604081015729.832,-1.626953125,78.0009765625,0.39658070273,0.001060898832999986,0.042788085937,0.4404296875,1.02087890625,0.55576171875,-1.418015136719
grid,cosmo_001299,9.74066534474418e-09,525067144636683.44,0.373046875,69.0009765625,0.181285901838,0.0013556997249999855,0.057788085937,0.2404296875,0.92087890625,1.05576171875,-0.584515136719
grid,cosmo_001300,9.248418345979395e-10,39374481127377.59,1.873046875,75.7509765625,0.257766744093,0.0011248574689999916,0.031538085938,0.2904296875,1.04587890625,0.43076171875,-0.376140136719
grid,cosmo_001302,9.294226389154295e-10,7001882906978.173,0.873046875,80.2509765625,0.335389357738,0.0010022438250000196,0.054038085937,0.3904296875,0.89587890625,0.68076171875,-0.792890136719
grid,cosmo_001308,4.2571927693196e-09,60633807937877.61,-1.876953125,65.6259765625,0.173017874882,0.0014987266810000052,0.040913085937,0.2154296875,0.95837890625,0.74326171875,-0.688702636719
grid,cosmo_001310,6.413302521673458e-10,10782385220818.234,-0.876953125,70.1259765625,0.265704050456,0.0013125511060000164,0.048413085938,0.3154296875,1.00837890625,0.49326171875,-1.105452636719
grid,cosmo_001314,5.075842093039722e-10,83818492132274.97,-0.439453125,68.1572265625,0.385470878176,0.001389473386000005,0.034819335938,0.4216796875,0.91775390625,0.50888671875,-0.923124511719
grid,cosmo_001318,1.6193731703360177e-09,35345965054836.484,1.060546875,65.9072265625,0.324124388744,0.001485962819000007,0.046069335937,0.3716796875,1.04275390625,0.88388671875,-1.548249511719
grid,cosmo_001319,1.3601521455188522e-08,1117737556700.016,-0.939453125,74.9072265625,0.139460010628,0.0011503409350000042,0.031069335937,0.1716796875,0.94275390625,1.38388671875,-0.714749511719
grid,cosmo_001326,6.998834436559749e-10,54430189177114.55,-1.189453125,76.0322265625,0.290118800349,0.0011165512139999917,0.055444335937,0.3466796875,0.93025390625,0.57138671875,-1.235687011719
grid,cosmo_001327,4.8099910410061466e-08,1721233712735.2803,0.810546875,67.0322265625,0.104798848262,0.0014365033009999806,0.040444335937,0.1466796875,1.03025390625,1.07138671875,-0.402187011719
grid,cosmo_001330,2.494128536547932e-09,3289196683970.9004,0.935546875,69.8447265625,0.374599708701,0.0013231428610000137,0.058256835938,0.4341796875,0.96150390625,0.79013671875,-0.350093261719
grid,cosmo_001331,4.527472626455455e-09,104013531936210.92,-1.064453125,78.8447265625,0.189884537429,0.0010383141330000192,0.043256835938,0.2341796875,1.06150390625,1.29013671875,-1.183593261719
grid,cosmo_001332,1.398302137156164e-09,246654954666529.4,-0.564453125,67.5947265625,0.235760156528,0.0014126950349999945,0.047006835937,0.2841796875,0.93650390625,0.66513671875,-1.391968261719
grid,cosmo_001335,5.614324459471455e-09,43862142726757.31,0.435546875,81.0947265625,0.128691354896,0.0009814966669999883,0.054506835937,0.1841796875,0.88650390625,0.91513671875,-0.975218261719
grid,cosmo_001336,5.277838506276979e-09,900720078034314.4,-1.814453125,75.4697265625,0.116664594291,0.0011332572709999988,0.041381835938,0.1591796875,0.89900390625,0.85263671875,-1.079405761719
grid,cosmo_001338,5.22817234265221e-10,5065121223073.71,-0.814453125,79.9697265625,0.409288545668,0.0010093058949999997,0.048881835937,0.4591796875,1.04900390625,0.60263671875,-0.662655761719
grid,cosmo_001343,4.809412672681305e-08,67544477074741.01,-0.314453125,68.7197265625,0.0626810319912,0.0013668195718000015,0.045131835937,0.1091796875,0.97400390625,1.22763671875,-0.871030761719
grid,cosmo_001344,1.3300389580063941e-08,6634028665271.648,-1.033203125,66.3291015625,0.0800026059354,0.001467120627600002,0.030834960937,0.1123046875,0.96931640625,0.87607421875,-0.962194824219
