sim_type,sim_name,As,bary_Mc,bary_nu,H0,O_cdm,O_nu,Ob,Om,ns,s8,w0
grid,cosmo_026404,1.9721515376348676e-09,3041751839025.902,1.526000976562,69.0553588867,0.225453990632,0.0013535655199999747,0.043761291504,0.270568847656,0.996177978516,0.749639892578,-0.972115020752
grid,cosmo_026695,9.090566812724856e-09,27660753960160.875,-1.240600585938,72.1095581055,0.11584698458,0.0012413332909999991,0.042640686035,0.159729003906,0.992222900391,1.104864501953,-1.148338409424
grid,cosmo_027091,3.323176372438963e-09,9527377833727.059,-0.279663085938,73.1994018555,0.198989141897,0.0012046447239999827,0.044691467285,0.244885253906,0.987926025391,0.927130126953,-0.904148956299
grid,cosmo_027111,1.777861409493557e-08,175629873560613.62,0.907836914062,70.6681518555,0.114370048496,0.0012924881249999978,0.047972717285,0.163635253906,0.978551025391,1.255255126953,-0.826008331299
grid,cosmo_027122,6.47327255722517e-10,59682689914480.58,-0.967163085938,74.6056518555,0.383565376814,0.001159659806999995,0.041410217285,0.426135253906,0.997301025391,0.661505126953,-1.086477081299
grid,cosmo_027294,2.2742281898763377e-09,207893339773661.62,-1.072631835938,67.5568237305,0.271816615357,0.001414280638999968,0.04548248291,0.318713378906,0.945152587891,0.834356689453,-0.856938995361
grid,cosmo_027316,1.1597964275606825e-09,9087942617299.678,-1.385131835938,70.0880737305,0.240198174875,0.001313971120999985,0.04595123291,0.287463378906,0.973277587891,0.631231689453,-1.195548370361
grid,cosmo_027579,4.815943753079727e-09,324488979177942.4,1.700805664062,69.4904174805,0.21007781968,0.0013366700659999883,0.04870513916,0.260119628906,0.946324462891,1.105841064453,-1.049034698486
grid,cosmo_028190,1.4574333602315538e-09,15432846796538.316,0.284790039062,71.046081543,0.263441379777,0.0012787740310000184,0.048719787598,0.313439941406,0.979039306641,0.752813720703,-1.189850616455
grid,cosmo_028228,2.1220080941760877e-09,11783072366086.992,-0.871459960938,67.530456543,0.209476643457,0.0014153853509999634,0.049422912598,0.260314941406,0.999351806641,0.729376220703,-1.098686553955
grid,cosmo_028564,2.015936243282212e-09,4283565577301.6377,-1.926147460938,67.214050293,0.247959380194,0.0014287423640000352,0.041395568848,0.290783691406,0.964586181641,0.778204345703,-0.96519631958
grid,cosmo_028743,8.603615049686873e-09,35175002004797.375,1.228637695312,74.24749755859999,0.111692589649,0.0011708747060000038,0.046621398926,0.159484863281,0.949376220703,1.010748291016,-1.058191802979
grid,cosmo_028774,1.2946346793854861e-09,6968015865692.512,1.541137695312,73.4037475586,0.317446767436,0.001197946919000048,0.047090148926,0.365734863281,0.933751220703,0.745123291016,-0.823769927979
grid,cosmo_028787,5.719979026088662e-09,20504969652230.8,-1.583862304688,69.4662475586,0.184494613961,0.0013376003940000075,0.042402648926,0.228234863281,0.965001220703,1.151373291016,-1.084238677979
grid,cosmo_028935,1.1594852945168278e-08,1644962515212.6455,-1.388549804688,65.6342163086,0.110603395124,0.0014983504809999923,0.040351867676,0.152453613281,0.974766845703,0.922857666016,-0.807490631104
grid,cosmo_029014,5.985254477566522e-10,28730521283724.395,1.205200195312,67.4623413086,0.354511625726,0.0014182448790000177,0.043398742676,0.399328613281,0.963829345703,0.508795166016,-0.846560943604
grid,cosmo_029110,1.1793303951503991e-09,3059759246329.6245,0.720825195312,74.8451538086,0.344113558188,0.0011522499170000325,0.040000305176,0.385266113281,0.980235595703,0.825201416016,-0.957260162354
grid,cosmo_029139,5.894333854240356e-09,102123280191381.52,0.252075195312,70.7670288086,0.195148804238,0.0012888788670000068,0.048203430176,0.244641113281,0.956798095703,1.083013916016,-0.787955474854
grid,cosmo_029906,6.592764861652262e-10,1357250193079.0378,0.496215820312,65.0629272461,0.401538880785,0.0015247788830000178,0.042944641113,0.446008300781,0.999864501953,0.592291259766,-1.19737979126
grid,cosmo_030580,1.4424908153007902e-09,60544399296188.31,0.398559570312,71.0570678711,0.229939577945,0.0012783785980000073,0.048774719238,0.279992675781,0.962169189453,0.649908447266,-0.974353424072
grid,cosmo_030755,3.89660677600665e-09,2798136499070.8926,0.448364257812,73.9091186523,0.177167683722,0.0011816204770000033,0.040608215332,0.218957519531,0.935655517578,0.954840087891,-0.9674347229
grid,cosmo_030823,7.863615766850332e-09,13383089936039.854,0.229614257812,70.9559936523,0.118551656011,0.0012820231880000046,0.045998840332,0.165832519531,0.971593017578,0.931402587891,-0.9544112854
grid,cosmo_030946,8.455423859661058e-10,139986980667606.45,1.307739257812,67.6513061523,0.371431158673,0.0014103330260000352,0.041428527832,0.414270019531,0.986436767578,0.638433837891,-0.88278237915
grid,cosmo_031042,1.1875900970948224e-09,22650198973744.273,-0.606323242188,66.13958740230001,0.363221420083,0.0014755403659999639,0.047229309082,0.411926269531,0.972764892578,0.726324462891,-0.977202301025
grid,cosmo_031206,6.551855476027848e-10,13564874231062.877,-1.371948242188,70.4286499023,0.320231604284,0.0013012936650000154,0.041955871582,0.363488769531,0.995421142578,0.534918212891,-0.840456207275
grid,cosmo_031219,5.197446829571044e-09,7098486675881.024,1.253051757812,74.36614990230001,0.176303256555,0.001167141393999989,0.048518371582,0.225988769531,0.976671142578,1.128668212891,-1.100924957275
grid,cosmo_031422,1.541293188714649e-09,409173933379539.7,0.085083007812,66.4735717773,0.2687537881,0.001460750473999975,0.042102355957,0.312316894531,0.968663330078,0.725347900391,-1.076506011963
grid,cosmo_031460,1.7192343421835887e-09,431862464675363.25,-0.508666992188,72.2391967773,0.223274531624,0.0012368819499999906,0.040930480957,0.265441894531,0.932725830078,0.764410400391,-1.193716949463
grid,cosmo_031518,1.6157227333930835e-09,2037856429647.6467,-1.750854492188,65.0321655273,0.265582848229,0.001526221594999988,0.047551574707,0.314660644531,0.951866455078,0.641363525391,-0.780222808838
grid,cosmo_031598,1.7186285623423345e-09,116677222980094.25,1.155395507812,68.2665405273,0.29220841773,0.00138502709400002,0.049192199707,0.342785644531,0.997178955078,0.805426025391,-1.001621246338
grid,cosmo_031643,3.3406206409630363e-09,255170129474354.66,-0.703979492188,70.7274780273,0.220310936536,0.0012903207879999823,0.044621887207,0.266223144531,0.969835205078,0.934332275391,-0.851851715088
grid,cosmo_032276,1.2341486676983294e-09,556171512510834.75,-1.248901367188,65.2343139648,0.243546393917,0.0015167774690000094,0.043230285645,0.288293457031,0.958995361328,0.595953369141,-1.100110992432
grid,cosmo_032401,2.177288910514686e-09,5222338161658.198,-0.295776367188,68.5390014648,0.293571946587,0.0013740372990000346,0.048034973145,0.342980957031,0.950401611328,0.927984619141,-1.158716461182
grid,cosmo_032596,9.485896953423596e-10,28202451772547.832,1.399536132812,74.6210327148,0.247907895888,0.0011591817479999905,0.049382629395,0.298449707031,0.984385986328,0.570562744141,-0.868944976807
grid,cosmo_032692,2.369313241285968e-09,3531369121788.213,0.915161132812,68.2225952148,0.237719328259,0.001386811877000016,0.045281066895,0.284387207031,0.950792236328,0.761968994141,-0.771269195557
grid,cosmo_032782,6.359065597989286e-10,15214799560762.914,1.264343261719,74.1983337402,0.282525845842,0.0011724268629999535,0.041320037842,0.325018310547,0.960310668945,0.54582824707,-1.093777328491
grid,cosmo_032795,5.625355249540052e-09,7961891140203.628,-1.360656738281,70.2608337402,0.213328255423,0.001307517281999987,0.047882537842,0.262518310547,0.941560668945,1.13957824707,-0.833308578491
grid,cosmo_033086,2.027331397055788e-09,13116353424122.291,1.990905761719,66.6397399902,0.261795579251,0.0014534747040000212,0.045363006592,0.308612060547,0.940388793945,0.80168762207,-1.070986312866
grid,cosmo_033227,2.9477974886991306e-09,2529119559760.939,-0.430969238281,68.9600524902,0.239899556979,0.0013573094759999696,0.040792694092,0.282049560547,0.975545043945,0.93840637207,-0.908193344116
grid,cosmo_033335,7.669299094452303e-09,47575506748340.47,0.877624511719,72.7041931152,0.131490833676,0.0012211109039999973,0.049728240967,0.182440185547,0.965974731445,0.93547668457,-0.805633773804
grid,cosmo_033603,8.744481197564252e-09,697266897716064.5,0.088562011719,66.3409118652,0.161850814971,0.001466598358999989,0.048029022217,0.211346435547,0.974177856445,1.19914855957,-1.082381820679
grid,cosmo_033734,1.5455358707465442e-09,2760929377480.367,1.385437011719,71.8955993652,0.312185868233,0.0012487325970000282,0.043224334717,0.356658935547,0.984334106445,0.87492980957,-1.114940414429
grid,cosmo_033767,1.1339173833604006e-08,440737798332882.4,1.822937011719,71.0518493652,0.118874784462,0.0012785663680000003,0.042755584717,0.162908935547,0.999959106445,1.14055480957,-0.932612289429
grid,cosmo_034276,2.681123904862649e-09,186485531042201.62,0.188171386719,66.6133728027,0.213361811272,0.0014546254960000199,0.049069061279,0.263885498047,0.994783325195,0.76604309082,-0.884588363647
grid,cosmo_034391,7.20014970310273e-09,27269941362848.668,-0.214172363281,73.4512634277,0.149215742308,0.0011963975849999878,0.047457733154,0.197869873047,0.948494262695,1.19475402832,-1.23459324646
grid,cosmo_034508,3.7472824887061585e-09,317753581338297.7,1.613952636719,71.8340759277,0.184981579987,0.0012508724060000115,0.047574920654,0.233807373047,0.978963012695,0.86272277832,-0.81133152771
grid,cosmo_034786,7.677901669821458e-10,57272986382776.35,-1.987609863281,71.0254821777,0.362863092751,0.0012795158920000035,0.048571014404,0.412713623047,0.941072387695,0.64201965332,-1.198778793335
grid,cosmo_034862,8.942147566971334e-10,38403061228801.95,0.265319824219,70.91561889649999,0.300849847953,0.0012834833459999598,0.041927947998,0.344061279297,0.98565246582,0.591482543945,-0.781621810913
grid,cosmo_034987,3.010245338356389e-09,8706319381701.741,1.218444824219,67.61093139649999,0.2508385009,0.0014120178990000148,0.046498260498,0.298748779297,0.97237121582,0.915701293945,-0.853250717163
grid,cosmo_035214,1.5572702335168332e-09,6213699116053.1,-1.586242675781,69.6148376465,0.280156903677,0.0013318963719999646,0.047728729248,0.329217529297,0.97198059082,0.773123168945,-1.077905014038
grid,cosmo_035542,8.245678457425629e-10,946166151169993.9,0.862976074219,67.9097595215,0.34781379098,0.0013996184439999948,0.047582244873,0.396795654297,0.94209777832,0.580740356445,-0.838599349976
grid,cosmo_035794,6.623620073878752e-10,3143777361345.7075,-0.801086425781,70.68710327149999,0.396105207934,0.0012917952399999835,0.047054901123,0.444451904297,0.95264465332,0.594412231445,-0.880925521851
grid,cosmo_035814,1.5516157872333308e-09,211629780856313.2,0.386413574219,73.2183532715,0.318224232002,0.0012040211719999902,0.043773651123,0.363201904297,0.96201965332,0.828787231445,-0.802784896851
grid,cosmo_035972,2.264435124716427e-09,127170206346927.61,-1.412414550781,69.693939209,0.210457777016,0.0013288745949999875,0.043407440186,0.255194091797,0.99160949707,0.714041137695,-0.769412338257
grid,cosmo_036132,1.2388476115557067e-09,24854269374425.547,0.736022949219,72.82284545899999,0.225276547786,0.0012171350749999796,0.045106658936,0.271600341797,0.98028137207,0.645681762695,-1.098254135132
grid,cosmo_036257,2.3404463492556415e-09,75139750900136.78,1.782897949219,67.127532959,0.279319067711,0.0014324276499999844,0.042411346436,0.323162841797,0.99043762207,0.946463012695,-1.156859603882
grid,cosmo_036588,2.1641261764635254e-09,4331236900596.4004,0.614929199219,74.98495483399999,0.191859397263,0.0011479574730000122,0.046952362061,0.239959716797,0.95508605957,0.783377075195,-1.122673080444
grid,cosmo_036611,6.257105413578043e-09,480323476004607.25,-1.752258300781,67.35604858399999,0.151486973795,0.0014227246909999866,0.048768768311,0.201678466797,0.96719543457,1.004080200195,-1.178022689819
grid,cosmo_037054,1.245144976818695e-09,32306700275064.504,1.183776855469,65.8069763184,0.262414077691,0.0014904938419999722,0.047197723389,0.311102294922,0.934749145508,0.603811645508,-0.994270126343
grid,cosmo_037070,2.2527049833709845e-09,3173073284259.1807,-1.784973144531,67.0726013184,0.282235421761,0.0014347747719999845,0.049307098389,0.332977294922,0.989436645508,0.830374145508,-0.798918563843
grid,cosmo_037430,1.4568168122485406e-09,8669689426023.5625,-1.343566894531,72.8909606934,0.341176038363,0.0012148612950000429,0.040195770264,0.382586669922,0.932991333008,0.843069458008,-0.84612852478
grid,cosmo_037446,7.020453441647394e-10,851512524223111.8,1.687683105469,69.3753356934,0.318002916305,0.0013411083529999979,0.041367645264,0.360711669922,0.990803833008,0.569631958008,-1.04148008728
grid,cosmo_037571,6.534481776710818e-09,3371687299541.636,0.765808105469,66.07064819339999,0.161732590969,0.0014786211890000026,0.045937957764,0.209149169922,0.980647583008,1.018850708008,-1.00892149353
grid,cosmo_037763,5.0048133247377e-09,161989891691480.03,-0.617004394531,74.9651794434,0.161574367832,0.0011485630760000101,0.040957489014,0.203680419922,0.956038208008,0.930960083008,-0.751708602905
grid,cosmo_037862,1.0504590514986455e-09,5406614627351.766,-0.398254394531,70.8870544434,0.314485287919,0.0012845179890000336,0.047285614014,0.363055419922,0.979475708008,0.673147583008,-0.921013290405
grid,cosmo_037908,1.9498517852885287e-09,130098734256813.78,-0.021301269531,67.0286560059,0.241183735044,0.0014366568019999887,0.045630340576,0.288250732422,0.942854614258,0.733206176758,-0.973921005249
grid,cosmo_038193,2.511802523601296e-09,92851451297572.52,0.642761230469,70.15756225589999,0.284414491108,0.0013113694880000012,0.048618621826,0.334344482422,0.942463989258,0.957815551758,-0.957641708374
grid,cosmo_038486,6.139009642412988e-10,87381905064883.22,1.506042480469,73.2688903809,0.354201234096,0.001202360874999961,0.042612762451,0.398016357422,0.930940551758,0.599417114258,-1.245785263062
grid,cosmo_038636,1.7405806877881447e-09,264174113543278.6,-0.603332519531,72.91732788089999,0.195088049563,0.0012139829080000178,0.043901824951,0.240203857422,0.986409301758,0.689260864258,-1.030898544312
grid,cosmo_038758,1.594278341221578e-09,71372495812128.48,1.248229980469,67.8899841309,0.320194567201,0.0014004340200000076,0.045952606201,0.367547607422,0.950862426758,0.839651489258,-1.229505966187
grid,cosmo_038883,5.907893791865885e-09,7201734951223.709,0.295104980469,71.1946716309,0.17020437196,0.00127344176100002,0.041382293701,0.212860107422,0.957893676758,1.171682739258,-1.183923934937
grid,cosmo_039092,2.0264442624143262e-09,786624034880273.2,0.372253417969,74.0467224121,0.236792280046,0.0011772328939999716,0.048230438232,0.286199951172,0.933626098633,0.855032348633,-1.177819198608
grid,cosmo_039342,1.527662795778133e-09,10923085596205.262,0.567565917969,70.6365661621,0.303023524871,0.0012936443190000382,0.043601531982,0.347918701172,0.992610473633,0.790579223633,-0.855489120483
grid,cosmo_039539,5.1383923852188495e-09,3839226851760.07,-0.686340332031,72.3768005371,0.180008814077,0.0012321832379999995,0.048318328857,0.229559326172,0.936555786133,1.053274536133,-0.990607284546
grid,cosmo_039639,1.1386450313515413e-08,2561312237060.546,-1.420715332031,67.5252380371,0.152989455814,0.0014156040010000065,0.042341766357,0.196746826172,0.962337036133,1.236868286133,-0.827814315796
grid,cosmo_039799,1.038887035247482e-08,500585366027074.25,0.743347167969,66.2244567871,0.130609080158,0.0014717609070000123,0.048259735107,0.180340576172,0.945540161133,1.121633911133,-1.150144393921
grid,cosmo_039843,3.906265120941539e-09,13105297959032.393,-1.616027832031,71.3572692871,0.180852258641,0.0012676449239999998,0.040408172607,0.222528076172,0.977571411133,0.977102661133,-1.065492050171
grid,cosmo_039878,1.0813921473861047e-09,392653433486542.06,-1.397277832031,74.3103942871,0.308060385102,0.0011688934629999967,0.047673797607,0.356903076172,0.954133911133,0.719290161133,-1.026421737671
grid,cosmo_039911,9.637045913950646e-09,1982140336115.184,-1.834777832031,73.4666442871,0.115689631974,0.0011958965910000008,0.046267547607,0.163153076172,0.944758911133,0.984915161133,-0.844093612671
grid,cosmo_040100,2.522743865949867e-09,94909608219924.53,0.432800292969,68.5887145996,0.225508599576,0.001372046176000008,0.04701461792,0.273895263672,0.974544067383,0.822317504883,-0.967002304077
grid,cosmo_040148,1.3508808685223127e-09,1076459464816.7766,-0.535949707031,72.1043395996,0.244936007895,0.001241512856999985,0.04959274292,0.295770263672,0.932356567383,0.611380004883,-0.771650741577
grid,cosmo_040308,1.6216211540349291e-09,210384289510532.1,1.362487792969,70.6629333496,0.239591872854,0.001292679148000006,0.04004196167,0.280926513672,0.939778442383,0.746145629883,-1.100492538452
grid,cosmo_040540,3.962068481855846e-09,292797924005189.2,0.944519042969,65.4422302246,0.179621537768,0.0015071548590000136,0.041594696045,0.222723388672,0.930598754883,0.850637817383,-1.01095640564
grid,cosmo_040652,2.393476477113139e-09,3411726769893.8945,-1.602355957031,73.9500427246,0.188893692123,0.0011803130039999901,0.043586883545,0.233660888672,0.959505004883,0.768606567383,-0.92630406189
grid,cosmo_040706,1.2589138291341295e-09,5045405986487.61,0.467956542969,66.9539489746,0.359005234217,0.0014398646600000398,0.041184539795,0.401629638672,0.937239379883,0.786184692383,-1.216075546265
grid,cosmo_041044,2.8362242202126666e-09,149078885619069.16,0.122497558594,65.34005737300001,0.24731762633,0.0015118719610000067,0.048137054443,0.296966552734,0.964400024414,0.833853149414,-0.837276657104
grid,cosmo_041858,7.501397158458362e-10,31806633174568.754,-0.881408691406,69.22482299800001,0.36071497363,0.0013469465360000168,0.041545257568,0.403607177734,0.945845336914,0.633657836914,-1.229607711792
grid,cosmo_041896,4.7163506661117586e-09,1725411547189.269,-0.568908691406,67.25607299800001,0.152978712663,0.0014269575029999884,0.042951507568,0.197357177734,0.973970336914,0.836782836914,-0.943092086792
grid,cosmo_042014,2.077948920385304e-09,347609725671173.1,-0.723205566406,73.75119018550001,0.262022694647,0.0011866864559999801,0.049968109131,0.313177490234,0.971919555664,0.874380493164,-0.929254684448
grid,cosmo_042107,5.448832508986927e-09,11601908043761.887,-0.254455566406,71.92306518550001,0.210789727173,0.001247778929999964,0.041764984131,0.253802490234,0.945357055664,1.132192993164,-0.759949996948
grid,cosmo_042446,1.1938627625277177e-09,137023496027314.67,-1.543518066406,74.4894714355,0.288550007363,0.001163279989999974,0.042995452881,0.332708740234,0.944185180664,0.704458618164,-0.847858200073
grid,cosmo_042535,1.1271518392242785e-08,3969255968030.9663,-1.102111816406,70.7804870605,0.126969820351,0.0012883888770000157,0.041559906006,0.169818115234,0.978755493164,1.232778930664,-1.009023239136
grid,cosmo_042887,1.635079492935793e-08,796972766776440.1,0.811950683594,69.47970581050001,0.105182845821,0.0013370821569999927,0.046891937256,0.153411865234,0.993208618164,1.133169555664,-0.862509567261
grid,cosmo_042999,1.2331697132013455e-08,12495567401350.268,-0.156799316406,72.99533081050001,0.124605413198,0.0012113897799999954,0.049470062256,0.175286865234,0.938521118164,1.281607055664,-1.083908004761
grid,cosmo_043236,2.0177982330423798e-09,87345071227755.94,-0.456604003906,72.5339050293,0.216511338419,0.001226851278000013,0.046708831787,0.264447021484,0.995210571289,0.736929321289,-0.842567428589
grid,cosmo_044123,3.299071449564861e-09,147329320069575.28,-1.255432128906,73.2809753418,0.229861420669,0.0012019643399999932,0.041391448975,0.272454833984,0.976167602539,1.084097290039,-1.07291947937
grid,cosmo_044551,1.2937274786211918e-08,279646570131727.03,-0.103088378906,74.3532409668,0.107620447745,0.0011675466389999972,0.0421824646,0.150970458984,0.954878540039,1.155386352539,-0.905242721558
grid,cosmo_044595,5.4673270679832435e-09,5155069171291.724,0.709411621094,69.5719909668,0.185423207081,0.0013335373030000167,0.0454637146,0.232220458984,0.958003540039,1.014761352539,-0.827102096558
grid,cosmo_044726,8.321697115738388e-10,579449706295126.8,1.756286621094,66.1266784668,0.342897815464,0.0014761164199999857,0.0425340271,0.386907958984,0.950972290039,0.557730102539,-0.755473190308
grid,cosmo_044822,1.0240791461877367e-09,3581223057996.699,-0.079650878906,67.6383972168,0.339974779169,0.0014108714650000395,0.04786605835,0.389251708984,0.958394165039,0.676870727539,-1.103850143433
grid,cosmo_044876,1.9573391805473287e-09,1593928632250.409,0.514099121094,71.1540222168,0.185813878456,0.0012748971780000076,0.04903793335,0.236126708984,0.944331665039,0.684683227539,-1.168967330933
grid,cosmo_044978,6.760263574442845e-10,5085985551411.767,-1.814025878906,72.3493347168,0.390504094192,0.001233118942000004,0.04282699585,0.434564208984,0.934175415039,0.618276977539,-0.915010299683
grid,cosmo_045284,2.524892453604889e-09,12422028029925.16,0.453063964844,74.9486999512,0.220794443662,0.0011490683010000197,0.042259368896,0.264202880859,0.940059204102,0.893789672852,-0.933121017456
grid,cosmo_045524,1.4753928020524868e-09,16051685050975.889,0.804626464844,67.3197937012,0.246945035775,0.0014242574380000095,0.046302337646,0.294671630859,0.957637329102,0.641836547852,-0.916841720581
grid,cosmo_045830,1.869416465645766e-09,39370331119046.414,0.136657714844,66.1772155762,0.306924727185,0.0014738629029999867,0.043694915771,0.352093505859,0.942207641602,0.863516235352,-1.198473556519
grid,cosmo_046171,2.9381122802912608e-09,5934603708474.372,1.275329589844,70.8266296387,0.225466371595,0.0012867106799999833,0.045848236084,0.272601318359,0.968477172852,0.927481079102,-0.982772872925
grid,cosmo_046302,1.0177047317045435e-09,58814644137626.49,0.197204589844,67.3813171387,0.276698611987,0.0014216577879999776,0.042918548584,0.321038818359,0.952070922852,0.595449829102,-1.015331466675
grid,cosmo_046462,2.0393128380792948e-09,9262987940282.504,-1.904357910156,66.0805358887,0.256349122323,0.0014781787020000103,0.048367767334,0.306195068359,0.969649047852,0.761465454102,-0.9469584198
grid,cosmo_046630,7.281428509465674e-10,586825410355505.2,0.677673339844,71.1606140137,0.320078030694,0.001274660956000019,0.048514251709,0.369866943359,0.996016235352,0.576895141602,-0.968121505737
grid,cosmo_046722,1.3402898474448692e-09,979862553901456.5,1.412048339844,66.3090515137,0.362033121188,0.001468007961999994,0.042303314209,0.405804443359,0.971797485352,0.760488891602,-0.844398849487
grid,cosmo_046748,2.052003120358247e-09,38451665987425.97,-1.712951660156,74.7465515137,0.1720333372,0.001155291950000012,0.045115814209,0.218304443359,0.965547485352,0.729238891602,-1.209055099487
grid,cosmo_047015,6.268046520235078e-09,594796338148181.9,-1.783264160156,70.4926452637,0.127377978292,0.0012989321079999866,0.043533782959,0.172210693359,0.972969360352,0.930410766602,-1.082076583862
grid,cosmo_047094,4.617930000557665e-10,34054992277281.45,1.622985839844,72.6020202637,0.333624235031,0.001224550368999995,0.040486907959,0.375335693359,0.968281860352,0.500723266602,-1.095100021362
grid,cosmo_047284,1.1448618025969005e-09,1741490142417.411,-1.579162597656,70.3915710449,0.244114968124,0.0013026649320000208,0.040757904053,0.286175537109,0.960811157227,0.588369750977,-0.841549972534
grid,cosmo_047380,1.7539948108851221e-09,274275266370494.25,0.256774902344,72.3954772949,0.239010304224,0.0012315475820000171,0.049839935303,0.290081787109,0.947139282227,0.770010375977,-1.118298019409
grid,cosmo_047676,4.6649649911541474e-09,199752090454494.94,1.924743652344,68.29977416989999,0.157754656629,0.001383679551999993,0.048521575928,0.207659912109,0.962568969727,0.858877563477,-0.992947433472
grid,cosmo_048054,8.883782867634343e-10,55443508896676.5,-0.286193847656,72.2021179199,0.34245096478,0.001238152651000024,0.041314544678,0.385003662109,0.973897094727,0.712393188477,-1.217601730347
grid,cosmo_048251,3.4333369948925625e-09,79540623181965.16,0.274353027344,74.2851257324,0.207104389603,0.001169688765999967,0.04528427124,0.253558349609,0.990010375977,0.975576782227,-0.87980632019
grid,cosmo_048443,3.46199243089767e-09,4033361182273.9155,-0.124084472656,65.4609069824,0.21721700213,0.0015062949889999983,0.04030380249,0.259027099609,0.965401000977,0.942373657227,-1.091437179565
grid,cosmo_048481,2.21870206110682e-09,1446620496947.9995,0.532165527344,68.6952819824,0.274152379527,0.0013677925920000111,0.04288192749,0.318402099609,0.935713500977,0.918936157227,-1.182601242065
grid,cosmo_048659,4.183914109948898e-09,2937458919933.802,-1.698303222656,70.6464538574,0.195701499213,0.0012932822810000008,0.041329193115,0.238323974609,0.956611938477,1.029287719727,-1.021436203003
grid,cosmo_048823,1.5223276535330516e-08,4171723844815.7837,-0.463928222656,65.9355163574,0.137736656001,0.001484687993000007,0.047540130615,0.186761474609,0.930830688477,1.212881469727,-0.793526046753
grid,cosmo_048839,1.070148601749264e-08,72862329448161.67,0.567321777344,66.91989135739999,0.108014388406,0.0014413305879999866,0.049180755615,0.158636474609,0.976143188477,0.939443969727,-0.988877609253
grid,cosmo_048919,8.6381830130065e-09,657023913539180.1,1.637634277344,67.79879760739999,0.145610109141,0.0014042036030000038,0.042090911865,0.189105224609,0.941377563477,1.144522094727,-1.063762374878
grid,cosmo_049075,6.499631444109944e-09,462633872046414.06,0.403259277344,72.0878601074,0.186045669623,0.001242080621000001,0.047129974365,0.234417724609,0.964033813477,1.210928344727,-0.953063156128
grid,cosmo_049202,1.0074386663291464e-09,78458149644842.44,-0.134948730469,65.3384094238,0.38614048697,0.0015119483330000363,0.043628082275,0.431280517578,0.97251159668,0.709371948242,-1.16352394104
grid,cosmo_049251,7.151730879118326e-09,271456697683475.6,0.458801269531,67.7290344238,0.173198462445,0.0014070978579999935,0.041049957275,0.215655517578,0.96782409668,1.217184448242,-1.12445362854
grid,cosmo_049302,8.851329449070029e-10,124124299777173.28,-1.900573730469,70.0493469238,0.345751073493,0.0013154243100000143,0.045151519775,0.392218017578,0.99516784668,0.642965698242,-0.85747315979
grid,cosmo_049431,7.231066060206915e-09,122460897083873.72,0.513488769531,71.84231567379999,0.145522943597,0.0012505854560000002,0.043100738525,0.189874267578,0.97212097168,0.980856323242,-0.763053237915
grid,cosmo_049554,5.70158622763545e-10,15333937420626.162,1.966613769531,68.3970031738,0.39426096817,0.001379748382999986,0.045796051025,0.441436767578,0.98696472168,0.531637573242,-0.808635269165
grid,cosmo_049899,3.3912909707489423e-09,2334913918518.004,-0.052917480469,69.8208312988,0.240713152066,0.0013240488619999796,0.04822769165,0.290264892578,0.96958190918,0.979879760742,-0.872124526978
grid,cosmo_049966,8.268934548354441e-10,11319252529521.602,1.126770019531,73.3716125488,0.294959298113,0.0011989965650000128,0.0495753479,0.345733642578,0.97934753418,0.622457885742,-1.155384292603
grid,cosmo_049979,4.374449238780767e-09,21630559295730.99,-1.248229980469,69.4341125488,0.215756956004,0.0013388386740000244,0.0411378479,0.258233642578,0.99809753418,1.028707885742,-0.790728042603
grid,cosmo_050126,1.3866140506693292e-09,1417339853529.499,0.673645019531,67.2544250488,0.2852390797,0.001427027478000005,0.0450050354,0.331671142578,0.96919128418,0.712301635742,-1.057708511353
grid,cosmo_050323,4.892454360454814e-09,203792803029873.0,1.784973144531,69.7417297363,0.197892763978,0.0013270541369999958,0.043584136963,0.242803955078,0.94233581543,1.143453979492,-1.221315444946
grid,cosmo_050600,3.192815947751e-09,111049592127543.02,1.714660644531,74.4878234863,0.15206039283,0.0011633315349999854,0.045048980713,0.198272705078,0.99897644043,0.829000854492,-1.152942398071
grid,cosmo_050884,1.7232003440731545e-09,917295272500597.2,0.327941894531,67.4741516113,0.21554621027,0.0014177484699999798,0.041855621338,0.258819580078,0.95112487793,0.650289916992,-0.946195327759
grid,cosmo_051169,2.9399508156568587e-09,637244403851008.0,-0.945495605469,69.4780578613,0.266544781835,0.001337145654999955,0.044843902588,0.312725830078,0.94995300293,1.007711791992,-0.982009780884
grid,cosmo_051212,2.287070607416002e-09,4846291643901.262,1.989074707031,70.21194458010001,0.176072100321,0.0013093388879999932,0.047942047119,0.225323486328,0.992384643555,0.725729370117,-1.216838638306
grid,cosmo_051363,5.8434303332850005e-09,26527162384081.773,0.973449707031,71.6885070801,0.177961419119,0.0012559575899999953,0.044543609619,0.223760986328,0.957228393555,1.096823120117,-0.910787857056
grid,cosmo_051442,5.997850856313868e-10,1884748020680.9697,-0.682800292969,69.29788208010001,0.385451393814,0.0013441078950000018,0.040090484619,0.426885986328,0.983790893555,0.573385620117,-0.949858169556
grid,cosmo_051459,9.732414619065736e-09,168432219242770.44,-1.174987792969,68.5596008301,0.154582446229,0.0013732117299999902,0.046711578369,0.202667236328,0.964650268555,1.262838745117,-1.050789810181
